"wv_mr","pp_o3","alt","o3_mr","pressure","temperature"
15100,1.4282,0.033,0.0141,1010.91,17.48
14800,1.4512,0.033,0.0144,1010.77,17.14
14000,1.4703,0.033,0.0146,1010.46,16.48
13800,1.478,0.033,0.0146,1010,16.2
13400,1.4627,0.035,0.0145,1009.52,15.82
13400,1.4703,0.046,0.0146,1009.04,15.71
13300,1.5009,0.052,0.0149,1008.49,15.56
13300,1.5124,0.052,0.015,1007.97,15.53
13500,1.5239,0.056,0.0151,1007.43,15.53
13800,1.5622,0.06,0.0155,1006.94,15.58
13700,1.5852,0.066,0.0158,1006.37,15.54
13800,1.5928,0.07,0.0158,1005.77,15.4
13900,1.5852,0.075,0.0158,1005.1,15.37
14000,1.5852,0.081,0.0158,1004.58,15.33
14100,1.6043,0.087,0.016,1004.07,15.45
14000,1.635,0.098,0.0163,1003.58,15.35
14000,1.6656,0.102,0.0166,1003.15,15.34
13900,1.6656,0.102,0.0166,1002.56,15.33
14000,1.6771,0.106,0.0167,1002.04,15.34
14000,1.7039,0.109,0.017,1001.63,15.31
14000,1.7268,0.114,0.0172,1001.23,15.3
14100,1.7383,0.117,0.0174,1000.67,15.24
14000,1.746,0.12,0.0175,1000.26,15.22
14000,1.7498,0.124,0.0175,999.77,15.12
14000,1.7651,0.128,0.0177,999.34,15.11
14000,1.7919,0.135,0.0179,998.94,15.1
14000,1.8111,0.139,0.0181,998.46,15.07
14000,1.8187,0.139,0.0182,997.97,15.08
14000,1.8341,0.143,0.0184,997.56,15.06
14000,1.8494,0.147,0.0185,997.06,15.06
13900,1.8609,0.151,0.0187,996.63,14.94
14000,1.8723,0.154,0.0188,996.28,15.02
13900,1.8723,0.157,0.0188,995.89,14.92
13800,1.88,0.16,0.0189,995.48,14.98
13900,1.8915,0.163,0.019,995.08,14.95
14000,1.9106,0.171,0.0192,994.65,15.02
13900,1.9145,0.175,0.0193,994.2,14.92
13900,1.9336,0.175,0.0195,993.72,14.9
13900,1.9642,0.179,0.0198,993.29,14.86
13800,1.9834,0.183,0.02,992.85,14.83
13800,2.0026,0.186,0.0202,992.33,14.73
13900,2.0142,0.19,0.0203,991.74,14.8
13800,2.0144,0.193,0.0203,991.18,14.67
13800,2.0185,0.198,0.0204,990.62,14.64
13800,2.0186,0.202,0.0204,990.07,14.6
13900,2.0072,0.212,0.0203,989.52,14.59
13800,2.0264,0.218,0.0205,988.98,14.49
13800,2.0608,0.218,0.0209,988.38,14.46
13800,2.0762,0.223,0.021,987.88,14.43
13800,2.0685,0.228,0.021,987.27,14.41
13800,2.08,0.232,0.0211,986.72,14.4
13700,2.0762,0.237,0.0211,986.15,14.27
13700,2.0686,0.241,0.021,985.62,14.23
13700,2.0839,0.247,0.0212,985.1,14.21
13700,2.103,0.252,0.0214,984.5,14.22
13800,2.1069,0.261,0.0214,984.03,14.19
13800,2.0915,0.265,0.0213,983.53,14.18
13800,2.103,0.265,0.0214,983.04,14.17
13800,2.1184,0.27,0.0216,982.58,14.16
13800,2.1298,0.274,0.0217,982.16,14.14
13800,2.126,0.277,0.0217,981.64,14.03
13800,2.1298,0.28,0.0217,981.15,13.99
13700,2.126,0.284,0.0217,980.7,13.97
13800,2.1298,0.288,0.0217,980.22,13.97
13800,2.1528,0.292,0.022,979.75,13.97
13800,2.1643,0.3,0.0221,979.31,13.95
13800,2.172,0.304,0.0222,978.84,13.94
13800,2.1605,0.304,0.0221,978.39,13.92
13800,2.1682,0.308,0.0222,977.96,13.88
13700,2.1682,0.312,0.0222,977.46,13.77
13700,2.1758,0.315,0.0223,977.05,13.75
13700,2.1835,0.319,0.0224,976.64,13.72
13800,2.1835,0.323,0.0224,976.22,13.71
