"wv_mr","pp_o3","alt","o3_mr","pressure","temperature"
11400,1.2953,0.031,0.0129,1004.2,12.37
11200,1.3389,0.031,0.0133,1004.12,12.14
10900,1.3785,0.031,0.0137,1003.98,11.79
10500,1.4062,0.031,0.014,1003.63,11.35
10400,1.4181,0.031,0.0141,1003.17,11.14
10500,1.4419,0.035,0.0144,1002.61,11.12
10700,1.4617,0.04,0.0146,1001.99,11.24
10800,1.4656,0.047,0.0146,1001.37,11.4
10900,1.4973,0.054,0.015,1000.65,11.59
10900,1.5409,0.061,0.0154,1000.02,11.62
11000,1.5765,0.075,0.0158,999.35,11.68
11100,1.6201,0.081,0.0162,998.65,11.83
11100,1.6439,0.081,0.0165,997.96,11.87
11100,1.6478,0.087,0.0165,997.25,11.93
11100,1.6716,0.093,0.0168,996.61,11.84
11100,1.7033,0.099,0.0171,995.95,11.84
11200,1.7429,0.104,0.0175,995.39,11.94
11200,1.7825,0.109,0.0179,994.77,11.86
11300,1.8023,0.114,0.0181,994.15,11.98
11400,1.8102,0.12,0.0182,993.57,12.13
11500,1.8142,0.13,0.0183,993,12.24
11600,1.8499,0.134,0.0186,992.46,12.57
12000,1.8936,0.134,0.0191,991.93,13.4
12200,1.9332,0.139,0.0195,991.26,14.65
12000,1.9652,0.143,0.0198,990.55,14.97
11800,2.005,0.148,0.0203,989.89,15.09
11700,2.0288,0.154,0.0205,989.19,15.1
11600,2.0407,0.16,0.0206,988.59,15.08
11400,2.0804,0.166,0.0211,988.03,14.93
11400,2.1477,0.171,0.0217,987.47,14.94
11200,2.2151,0.179,0.0224,986.89,14.99
11100,2.2468,0.184,0.0228,986.21,14.99
11000,2.2667,0.184,0.023,985.58,14.89
10900,2.2786,0.189,0.0231,984.88,14.9
10900,2.3023,0.194,0.0234,984.21,14.89
10800,2.3182,0.2,0.0236,983.53,14.89
10700,2.3538,0.206,0.0239,982.94,14.76
10700,2.3935,0.212,0.0244,982.29,14.74
10600,2.4172,0.217,0.0246,981.68,14.75
10600,2.4608,0.222,0.0251,981.1,14.71
10500,2.4965,0.233,0.0255,980.43,14.71
10500,2.5203,0.238,0.0257,979.7,14.57
10400,2.5242,0.238,0.0258,978.94,14.42
10300,2.5242,0.245,0.0258,978.19,14.4
10300,2.5401,0.251,0.026,977.47,14.38
10200,2.5639,0.257,0.0262,976.81,14.26
10200,2.5916,0.264,0.0266,976.07,14.23
10300,2.6154,0.27,0.0268,975.42,14.31
10100,2.651,0.275,0.0272,974.72,14.07
10200,2.6986,0.281,0.0277,974,14.14
10100,2.7145,0.292,0.0279,973.26,14.02
10100,2.6827,0.299,0.0276,972.49,13.99
10100,2.6669,0.299,0.0274,971.71,13.96
10100,2.6669,0.306,0.0275,971.06,13.85
9910,2.6986,0.312,0.0278,970.5,13.87
9800,2.7303,0.318,0.0282,969.82,13.77
9850,2.762,0.323,0.0285,969.09,13.83
9760,2.7818,0.329,0.0287,968.34,13.74
9730,2.7897,0.334,0.0288,967.57,13.71
9750,2.7897,0.34,0.0289,966.85,13.65
9660,2.7858,0.355,0.0288,966.08,13.53
9610,2.7897,0.361,0.0289,965.45,13.41
9660,2.8096,0.361,0.0291,964.8,13.49
9580,2.8413,0.367,0.0295,964.24,13.4
9580,2.8531,0.372,0.0296,963.63,13.37
9510,2.8769,0.377,0.0299,963.04,13.37
9520,2.9047,0.382,0.0302,962.39,13.33
9520,2.8848,0.387,0.03,961.81,13.32
9440,2.9047,0.392,0.0302,961.26,13.22
9370,2.9443,0.398,0.0306,960.74,13.21
9430,2.9641,0.407,0.0309,960.09,13.18
9390,2.9641,0.412,0.0309,959.49,13.18
9280,2.9601,0.412,0.0309,958.84,13.15
9130,2.972,0.418,0.031,958.19,13.08
9140,2.9801,0.423,0.0311,957.43,13.07
9150,2.9959,0.43,0.0313,956.76,13.04
9110,3.0316,0.436,0.0317,956.04,13.04
9010,3.0437,0.442,0.0319,955.32,12.91
9010,3.0207,0.449,0.0316,954.58,12.89
8990,3.0247,0.456,0.0317,953.89,12.88
8920,3.0407,0.469,0.0319,953.13,12.75
8950,3.0565,0.475,0.0321,952.42,12.73
8920,3.0724,0.475,0.0323,951.64,12.69
8950,3.0764,0.482,0.0324,950.93,12.64
8970,3.0605,0.488,0.0322,950.23,12.63
8910,3.0684,0.495,0.0323,949.63,12.52
8940,3.0922,0.502,0.0326,948.94,12.53
8850,3.1239,0.507,0.0329,948.35,12.41
8870,3.1398,0.512,0.0331,947.86,12.39
8880,3.1438,0.517,0.0332,947.26,12.37
8880,3.1596,0.527,0.0334,946.61,12.34
8870,3.1794,0.533,0.0336,946.02,12.33
8900,3.1636,0.533,0.0335,945.41,12.3
8890,3.1874,0.538,0.0337,944.81,12.28
8840,3.1913,0.543,0.0338,944.23,12.15
8860,3.1794,0.548,0.0337,943.67,12.12
8890,3.1557,0.553,0.0335,943.06,12.1
8820,3.1874,0.559,0.0338,942.47,11.98
8830,3.2112,0.564,0.0341,941.93,11.95
8830,3.2151,0.569,0.0342,941.31,11.93
8840,3.2191,0.58,0.0342,940.73,11.95
8850,3.2508,0.585,0.0346,940.11,11.92
8870,3.227,0.585,0.0344,939.35,11.91
8900,3.2032,0.59,0.0341,938.66,11.89
8890,3.2194,0.596,0.0343,938.02,11.83
8930,3.2042,0.603,0.0342,937.36,11.85
8940,3.2044,0.609,0.0342,936.75,11.86
8940,3.2718,0.614,0.035,936.13,11.83
8880,3.2758,0.619,0.035,935.45,11.74
8890,3.244,0.624,0.0347,934.8,11.7
8900,3.2837,0.636,0.0351,934.22,11.7
8910,3.3115,0.641,0.0355,933.61,11.69
8920,3.3075,0.641,0.0355,932.89,11.71
8940,3.2916,0.646,0.0353,932.27,11.7
8870,3.2758,0.653,0.0352,931.75,11.58
8860,3.3075,0.659,0.0355,931.17,11.58
8860,3.3552,0.665,0.0361,930.5,11.56
8860,3.3552,0.669,0.0361,929.85,11.53
8810,3.3552,0.675,0.0361,929.12,11.39
8870,3.3274,0.681,0.0358,928.41,11.42
8850,3.3354,0.696,0.036,927.62,11.32
8830,3.3512,0.702,0.0362,926.97,11.31
8850,3.3592,0.702,0.0363,926.31,11.32
8780,3.4028,0.709,0.0368,925.66,11.16
8710,3.4226,0.715,0.037,924.97,11.06
8780,3.4028,0.72,0.0368,924.29,11.13
8720,3.3711,0.725,0.0365,923.56,10.96
8750,3.3673,0.732,0.0365,922.89,10.92
8710,3.4158,0.74,0.037,922.13,10.84
8760,3.4278,0.747,0.0372,921.44,10.89
8720,3.3881,0.759,0.0368,920.79,10.77
8720,3.3445,0.765,0.0363,920.13,10.75
8740,3.3604,0.765,0.0365,919.44,10.74
8680,3.4,0.771,0.037,918.87,10.61
8700,3.4,0.776,0.037,918.28,10.59
8710,3.3921,0.78,0.037,917.68,10.57
8670,3.408,0.785,0.0372,917.04,10.46
8660,3.4,0.791,0.0371,916.4,10.44
8670,3.3842,0.796,0.037,915.8,10.42
8680,3.4,0.802,0.0372,915.18,10.41
8680,3.4119,0.813,0.0373,914.53,10.39
8630,3.3842,0.818,0.037,913.88,10.28
8640,3.3564,0.818,0.0368,913.24,10.23
8640,3.3445,0.825,0.0366,912.61,10.21
8630,3.3961,0.831,0.0372,911.93,10.22
8610,3.4358,0.837,0.0377,911.42,10.18
8580,3.4477,0.842,0.0379,910.79,10.08
8580,3.4873,0.847,0.0383,910.21,10.04
8520,3.4953,0.852,0.0384,909.56,9.92
8560,3.4516,0.858,0.038,908.83,9.9
8560,3.4159,0.871,0.0376,908.17,9.86
8550,3.4556,0.878,0.0381,907.5,9.82
8500,3.4873,0.878,0.0385,906.81,9.72
8490,3.4873,0.884,0.0385,906.1,9.7
8500,3.4913,0.889,0.0386,905.46,9.69
8450,3.5115,0.896,0.0388,904.75,9.58
8450,3.5005,0.903,0.0387,904.02,9.55
8510,3.4848,0.909,0.0386,903.26,9.61
8480,3.4928,0.916,0.0387,902.6,9.5
8470,3.4928,0.923,0.0387,901.94,9.48
8420,3.5007,0.935,0.0388,901.24,9.37
8420,3.5245,0.941,0.0391,900.59,9.34
8380,3.5563,0.941,0.0395,899.98,9.3
8330,3.5364,0.947,0.0393,899.29,9.21
8340,3.4928,0.952,0.0389,898.52,9.18
8370,3.5007,0.959,0.039,897.82,9.15
8320,3.5364,0.966,0.0394,897.11,9.02
8340,3.5206,0.972,0.0393,896.51,9
8300,3.4928,0.977,0.039,895.88,8.88
8350,3.5325,0.984,0.0395,895.23,8.92
8240,3.5682,0.997,0.0399,894.58,8.72
8270,3.5364,1.003,0.0396,893.84,8.69
8300,3.4968,1.003,0.0392,893.13,8.65
8320,3.5206,1.01,0.0395,892.39,8.6
8310,3.5483,1.017,0.0398,891.7,8.6
8290,3.5087,1.023,0.0394,890.99,8.54
8260,3.4769,1.029,0.0391,890.26,8.46
8220,3.4809,1.035,0.0391,889.69,8.35
8270,3.4888,1.043,0.0392,889.1,8.42
8220,3.469,1.049,0.039,888.44,8.3
8230,3.4571,1.06,0.0389,887.81,8.27
8240,3.4769,1.065,0.0392,887.24,8.24
8210,3.4809,1.065,0.0393,886.57,8.14
8260,3.4571,1.071,0.039,886,8.19
8210,3.4531,1.076,0.039,885.44,8.1
8220,3.4769,1.082,0.0393,884.96,8.09
8220,3.5047,1.087,0.0396,884.32,8.04
8200,3.5166,1.092,0.0398,883.72,7.93
8220,3.5166,1.097,0.0398,883.01,7.88
8240,3.4769,1.103,0.0394,882.4,7.84
8210,3.4848,1.116,0.0395,881.74,7.73
8200,3.5087,1.125,0.0398,881.04,7.69
8190,3.5245,1.125,0.04,880.34,7.74
8180,3.5126,1.131,0.0399,879.78,7.7
8140,3.5047,1.137,0.0399,879.19,7.58
8150,3.5285,1.144,0.0402,878.7,7.6
8130,3.5485,1.15,0.0404,878.22,7.59
8120,3.5564,1.156,0.0405,877.73,7.56
8090,3.5564,1.16,0.0405,877.09,7.45
8120,3.5445,1.166,0.0404,876.5,7.43
8140,3.5326,1.179,0.0403,875.81,7.38
8140,3.5048,1.185,0.0401,875.05,7.33
8120,3.5088,1.185,0.0401,874.33,7.23
8130,3.5207,1.193,0.0403,873.62,7.19
8150,3.4929,1.2,0.04,872.92,7.14
8110,3.477,1.207,0.0399,872.25,7.06
8110,3.5048,1.214,0.0402,871.7,7.02
8040,3.5286,1.22,0.0405,871.15,6.94
8050,3.5524,1.225,0.0408,870.65,6.92
8030,3.5604,1.229,0.0409,870.18,6.89
8060,3.5683,1.238,0.041,869.57,6.87
8070,3.5366,1.244,0.0407,869.01,6.84
8060,3.4969,1.244,0.0403,868.44,6.72
8050,3.4929,1.249,0.0402,867.93,6.69
8050,3.5207,1.255,0.0406,867.46,6.66
8010,3.5326,1.259,0.0407,866.93,6.56
8020,3.5485,1.262,0.041,866.42,6.55
8030,3.5643,1.267,0.0412,865.84,6.54
8040,3.5524,1.271,0.0411,865.3,6.49
8080,3.5286,1.277,0.0408,864.69,6.5
8020,3.5048,1.289,0.0406,864.09,6.38
8070,3.5127,1.295,0.0407,863.45,6.48
8070,3.5167,1.295,0.0408,862.86,6.48
7990,3.5048,1.301,0.0406,862.23,6.4
8000,3.4969,1.307,0.0406,861.64,6.41
8000,3.5326,1.314,0.041,861.09,6.39
8000,3.5366,1.319,0.0411,860.57,6.38
7940,3.5286,1.324,0.041,860.05,6.28
7950,3.5405,1.328,0.0412,859.58,6.25
7930,3.5405,1.333,0.0412,859.07,6.23
7930,3.5524,1.342,0.0414,858.59,6.2
7880,3.5643,1.346,0.0415,858.06,6.13
7890,3.5683,1.346,0.0416,857.57,6.09
7900,3.5604,1.351,0.0415,857.02,6.07
7860,3.5405,1.356,0.0413,856.55,5.98
7860,3.5643,1.361,0.0416,856.03,5.96
7860,3.608,1.366,0.0422,855.41,5.94
7830,3.604,1.371,0.0422,854.83,5.82
7890,3.5723,1.376,0.0418,854.24,5.88
7850,3.5604,1.382,0.0417,853.7,5.77
7850,3.5605,1.394,0.0417,853.2,5.76
7840,3.5883,1.399,0.0421,852.59,5.75
7850,3.6042,1.399,0.0423,851.98,5.75
7820,3.5883,1.404,0.0421,851.36,5.64
7840,3.5526,1.41,0.0418,850.77,5.62
7840,3.5684,1.417,0.042,850.18,5.59
7830,3.5764,1.423,0.0421,849.57,5.54
7800,3.5446,1.428,0.0417,849.01,5.44
7800,3.5486,1.434,0.0418,848.45,5.42
7800,3.5883,1.44,0.0423,847.79,5.38
7760,3.5962,1.45,0.0424,847.18,5.28
7770,3.5645,1.457,0.0421,846.62,5.24
7790,3.5645,1.457,0.0421,846.08,5.23
7750,3.5684,1.463,0.0422,845.49,5.11
7750,3.5764,1.468,0.0423,844.85,5.1
7740,3.5883,1.473,0.0425,844.28,5.06
7750,3.5803,1.479,0.0424,843.67,5.04
7720,3.5684,1.485,0.0423,843.05,4.94
7730,3.5526,1.491,0.0422,842.47,4.91
7690,3.5684,1.497,0.0424,841.81,4.82
7700,3.5645,1.509,0.0424,841.12,4.78
7710,3.5248,1.516,0.0419,840.61,4.74
7680,3.5129,1.516,0.0418,839.94,4.65
7680,3.5327,1.523,0.0421,839.31,4.61
7680,3.5367,1.528,0.0422,838.7,4.56
7660,3.5367,1.534,0.0422,838.1,4.47
7660,3.5486,1.54,0.0424,837.52,4.43
7630,3.5565,1.545,0.0425,836.92,4.34
7680,3.5327,1.551,0.0422,836.22,4.38
7650,3.5287,1.557,0.0422,835.66,4.28
7620,3.5208,1.569,0.0422,835.11,4.19
7670,3.5287,1.575,0.0423,834.53,4.24
7680,3.5486,1.575,0.0426,833.87,4.19
7640,3.5406,1.58,0.0425,833.32,4.09
7650,3.5089,1.586,0.0421,832.77,4.05
7630,3.4851,1.592,0.0419,832.16,3.99
7620,3.4732,1.599,0.0418,831.63,3.95
7620,3.4851,1.604,0.0419,831.11,3.95
7630,3.493,1.61,0.0421,830.6,3.94
7620,3.5009,1.615,0.0422,830.09,3.93
7620,3.5129,1.624,0.0423,829.59,3.93
7590,3.505,1.628,0.0423,829.06,3.85
7600,3.4852,1.628,0.0421,828.51,3.85
7650,3.4415,1.634,0.0416,827.93,3.88
7670,3.4137,1.64,0.0413,827.43,3.9
7620,3.4693,1.646,0.042,826.97,3.84
7640,3.513,1.651,0.0425,826.38,3.86
7720,3.4971,1.655,0.0423,825.78,3.95
7750,3.4693,1.659,0.042,825.24,3.97
7740,3.4614,1.665,0.042,824.62,3.96
7740,3.4971,1.677,0.0424,824.07,3.95
7740,3.5011,1.682,0.0425,823.56,3.93
7750,3.4772,1.682,0.0423,822.93,3.91
7750,3.4534,1.688,0.042,822.4,3.89
7720,3.4971,1.694,0.0425,821.88,3.82
7760,3.5129,1.699,0.0428,821.38,3.88
7690,3.5047,1.704,0.0427,820.85,3.76
7680,3.5199,1.709,0.0429,820.22,3.68
7690,3.5275,1.715,0.043,819.64,3.67
7680,3.4957,1.72,0.0427,819.13,3.64
7680,3.5037,1.733,0.0428,818.61,3.62
7600,3.5235,1.738,0.0431,818.08,3.48
7590,3.5235,1.738,0.0431,817.57,3.43
7640,3.5076,1.743,0.0429,817.01,3.44
7670,3.5195,1.749,0.0431,816.51,3.42
7620,3.5354,1.754,0.0433,815.97,3.32
7630,3.5394,1.76,0.0434,815.36,3.29
7760,3.4997,1.765,0.043,814.77,3.42
7800,3.4798,1.771,0.0427,814.24,3.44
7800,3.5314,1.777,0.0434,813.78,3.43
7800,3.5711,1.786,0.0439,813.24,3.43
7760,3.5711,1.791,0.0439,812.61,3.33
7760,3.5513,1.791,0.0437,812.02,3.3
7760,3.5354,1.797,0.0436,811.5,3.29
7760,3.5235,1.804,0.0434,811.02,3.26
7750,3.5671,1.81,0.044,810.56,3.25
7700,3.6227,1.815,0.0447,810.02,3.16
7700,3.6386,1.819,0.0449,809.48,3.14
7670,3.6306,1.824,0.0449,808.89,3.02
7670,3.6108,1.829,0.0447,808.25,2.99
7680,3.5592,1.842,0.0441,807.67,2.97
7690,3.5513,1.848,0.044,807.16,2.94
7650,3.5632,1.848,0.0442,806.65,2.86
7700,3.5989,1.854,0.0446,806.17,2.92
7670,3.6466,1.859,0.0453,805.71,2.83
7680,3.6546,1.863,0.0454,805.22,2.82
