"wv_mr","pp_o3","alt","o3_mr","pressure","temperature"
6430,1.7287,0.068,0.017,1015.4,7.07
6630,1.752,0.073,0.0173,1014.73,7.27
6800,1.7481,0.078,0.0172,1013.99,7.49
6790,1.7869,0.083,0.0176,1013.41,7.49
6900,1.8063,0.089,0.0178,1012.76,7.73
6890,1.814,0.094,0.0179,1011.98,7.62
7030,1.8295,0.099,0.0181,1011.3,7.7
7070,1.8257,0.105,0.0181,1010.65,7.71
7080,1.8412,0.116,0.0182,1010.06,7.72
7190,1.8838,0.122,0.0187,1009.42,8.02
7080,1.8994,0.122,0.0188,1008.76,7.96
7030,1.8996,0.126,0.0188,1008.11,8.13
6780,1.9193,0.131,0.0191,1007.36,8.25
6410,1.9542,0.137,0.0194,1006.7,8.24
6510,1.9776,0.143,0.0197,1006.06,8.64
6730,2.0241,0.148,0.0201,1005.35,8.69
6510,2.059,0.154,0.0205,1004.56,9.09
6040,2.0784,0.159,0.0207,1003.91,9.17
5730,2.0939,0.17,0.0209,1003.34,9.45
5500,2.1908,0.176,0.0218,1002.72,9.74
5400,2.2063,0.176,0.022,1002.06,9.83
5510,2.2761,0.181,0.0227,1001.43,10.25
5520,2.3382,0.185,0.0234,1000.72,10.31
5480,2.3963,0.191,0.024,1000.1,10.39
5440,2.408,0.196,0.0241,999.43,10.5
5360,2.4118,0.202,0.0241,998.91,10.42
5590,2.4971,0.207,0.025,998.33,10.79
5550,2.5398,0.213,0.0255,997.67,10.9
5430,2.5514,0.221,0.0256,997.04,11.09
5400,2.6096,0.226,0.0262,996.38,11.17
5670,2.6639,0.226,0.0268,995.8,11.34
5940,2.6833,0.231,0.027,995.2,11.47
5980,2.6949,0.236,0.0271,994.53,11.43
6010,2.7608,0.243,0.0278,993.86,11.56
6000,2.7569,0.25,0.0278,993.17,11.44
6000,2.788,0.256,0.0281,992.47,11.4
5980,2.7996,0.261,0.0282,991.79,11.44
5890,2.7957,0.267,0.0282,991.1,11.3
5880,2.8073,0.279,0.0283,990.36,11.55
5750,2.8345,0.285,0.0286,989.73,11.94
5680,2.8578,0.285,0.0289,989.08,12.34
5610,2.8578,0.291,0.0289,988.38,12.39
5520,2.8965,0.296,0.0293,987.72,12.37
5490,2.8927,0.301,0.0293,986.98,12.47
5430,2.9159,0.307,0.0296,986.27,12.44
5350,2.9509,0.313,0.0299,985.66,12.36
5310,2.9781,0.319,0.0302,984.98,12.35
5230,3.0013,0.324,0.0305,984.4,12.25
5240,3.0401,0.335,0.0309,983.84,12.35
5130,3.0362,0.341,0.0309,983.15,12.26
5130,3.0323,0.341,0.0309,982.54,12.35
5060,3.0517,0.346,0.0311,981.94,12.23
5000,3.1021,0.351,0.0316,981.39,12.07
4980,3.1332,0.356,0.0319,980.72,12.13
4940,3.1332,0.361,0.032,980.03,12.09
4920,3.1138,0.366,0.0318,979.37,12.1
4900,3.1254,0.372,0.0319,978.7,12.1
4890,3.1913,0.378,0.0326,978.15,11.95
4840,3.1836,0.388,0.0326,977.51,11.98
4770,3.1836,0.393,0.0326,976.92,11.91
4780,3.2068,0.393,0.0328,976.35,11.98
4760,3.234,0.399,0.0331,975.72,11.91
4690,3.234,0.404,0.0332,975.13,11.76
4710,3.2495,0.409,0.0333,974.59,11.8
4660,3.2728,0.414,0.0336,973.96,11.63
4670,3.3039,0.42,0.0339,973.35,11.66
4650,3.2965,0.425,0.0339,972.66,11.52
4680,3.289,0.43,0.0338,972.05,11.61
4720,3.2855,0.441,0.0338,971.47,11.62
4710,3.3049,0.447,0.034,970.84,11.47
4780,3.3553,0.447,0.0346,970.24,11.61
