"wv_mr","pp_o3","alt","o3_mr","pressure","temperature"
15300,1.1722,0.038,0.0115,1016.6,20.37
15300,1.1722,0.038,0.0115,1016.6,20.38
15400,1.1686,0.039,0.0115,1016.48,20.53
15400,1.1613,0.039,0.0114,1016.48,20.57
15600,1.1722,0.04,0.0115,1016.36,20.69
15600,1.172,0.041,0.0115,1016.25,20.64
16200,1.1539,0.04,0.0114,1016.36,21.05
16200,1.143,0.04,0.0112,1016.36,21.14
15300,1.1178,0.039,0.011,1016.48,20.42
14800,1.1141,0.039,0.011,1016.48,19.9
14600,1.1613,0.039,0.0114,1016.48,19.48
14600,1.1793,0.037,0.0116,1016.72,19.5
14800,1.1935,0.037,0.0117,1016.72,19.7
15100,1.2155,0.037,0.012,1016.72,19.87
15300,1.2376,0.037,0.0122,1016.72,20.04
15400,1.2233,0.037,0.012,1016.72,20.11
15400,1.2192,0.038,0.012,1016.6,20.01
15500,1.2375,0.038,0.0122,1016.6,20.04
15200,1.2375,0.038,0.0122,1016.6,19.84
15500,1.2412,0.037,0.0122,1016.72,20.02
15400,1.2521,0.037,0.0123,1016.72,19.99
14900,1.2666,0.04,0.0125,1016.36,19.42
14700,1.281,0.046,0.0126,1015.66,18.99
14700,1.2883,0.052,0.0127,1014.95,18.65
14800,1.2848,0.059,0.0127,1014.12,18.39
14600,1.2884,0.066,0.0127,1013.29,18.02
14600,1.2993,0.072,0.0128,1012.58,17.61
14800,1.2956,0.078,0.0128,1011.87,17.53
14800,1.3102,0.084,0.013,1011.17,17.33
14900,1.3029,0.089,0.0129,1010.57,17.28
15000,1.3211,0.096,0.0131,1009.75,17.23
15100,1.3356,0.103,0.0132,1008.92,17.18
15200,1.3356,0.11,0.0132,1008.1,17.12
15400,1.3428,0.116,0.0133,1007.39,17.09
15300,1.3501,0.122,0.0134,1006.68,16.91
15600,1.3537,0.129,0.0135,1005.86,17
15500,1.361,0.135,0.0135,1005.15,16.83
15600,1.3646,0.141,0.0136,1004.44,16.91
15500,1.3828,0.146,0.0138,1003.86,16.78
15600,1.3973,0.153,0.0139,1003.03,16.75
15600,1.3973,0.16,0.0139,1002.21,16.71
15600,1.4045,0.166,0.014,1001.51,16.54
15700,1.4009,0.173,0.014,1000.69,16.54
15700,1.3973,0.179,0.014,999.98,16.52
15700,1.419,0.186,0.0142,999.16,16.47
15800,1.419,0.192,0.0142,998.46,16.43
15800,1.4263,0.199,0.0143,997.64,16.4
15900,1.4408,0.207,0.0145,996.71,16.39
15800,1.4481,0.214,0.0145,995.89,16.24
15800,1.4336,0.22,0.0144,995.19,16.23
15800,1.4299,0.225,0.0144,994.6,16.22
15900,1.4553,0.232,0.0146,993.79,16.21
15800,1.4735,0.239,0.0148,992.97,16.02
16100,1.4662,0.246,0.0148,992.16,16.18
16300,1.4626,0.254,0.0148,991.23,16.35
16700,1.4771,0.261,0.0149,990.41,16.7
16900,1.4626,0.267,0.0148,989.72,16.88
17000,1.488,0.274,0.015,988.91,16.95
17000,1.488,0.281,0.0151,988.1,16.97
17000,1.4844,0.287,0.015,987.41,16.98
16900,1.4699,0.292,0.0149,986.83,16.95
16800,1.4989,0.296,0.0152,986.37,16.84
16900,1.5098,0.302,0.0153,985.67,16.96
16900,1.5134,0.308,0.0154,984.98,16.95
16700,1.5098,0.315,0.0153,984.18,16.78
16500,1.5026,0.32,0.0153,983.6,16.62
16700,1.506,0.326,0.0153,982.91,16.77
16800,1.5167,0.333,0.0154,982.1,16.87
16500,1.5024,0.338,0.0153,981.53,16.55
16800,1.4917,0.343,0.0152,980.96,16.73
16400,1.4953,0.349,0.0153,980.27,16.4
16400,1.5093,0.356,0.0154,979.46,16.36
16200,1.5056,0.362,0.0154,978.77,16.15
16500,1.5092,0.369,0.0154,977.97,16.3
16500,1.5092,0.376,0.0154,977.17,16.27
16400,1.4911,0.381,0.0153,976.59,16.12
16400,1.4911,0.386,0.0153,976.02,16.1
16400,1.5019,0.391,0.0154,975.45,16.09
16600,1.4983,0.396,0.0154,974.88,16.24
16600,1.5056,0.401,0.0155,974.31,16.23
16800,1.4874,0.406,0.0153,973.74,16.28
17000,1.4911,0.411,0.0153,973.16,16.44
17000,1.4911,0.416,0.0153,972.59,16.46
16700,1.4911,0.422,0.0153,971.91,16.26
16800,1.4983,0.427,0.0154,971.34,16.25
16800,1.5056,0.433,0.0155,970.66,16.26
16900,1.4983,0.44,0.0154,969.86,16.27
17500,1.4802,0.445,0.0153,969.29,16.58
17800,1.4693,0.45,0.0152,968.73,16.78
17800,1.462,0.456,0.0151,968.05,16.83
18000,1.4511,0.461,0.015,967.48,17.01
18000,1.4366,0.466,0.0149,966.92,17.07
18100,1.433,0.473,0.0148,966.13,17.27
17700,1.4258,0.479,0.0148,965.45,17.19
17600,1.4221,0.485,0.0147,964.77,17.22
17400,1.4185,0.485,0.0147,964.77,17.23
17400,1.4149,0.496,0.0147,963.53,17.23
17300,1.3931,0.5,0.0145,963.08,17.2
17300,1.404,0.506,0.0146,962.41,17.24
17300,1.4076,0.512,0.0146,961.73,17.27
17200,1.3967,0.518,0.0145,961.06,17.29
17100,1.3967,0.523,0.0145,960.5,17.36
17000,1.404,0.53,0.0146,959.71,17.42
17100,1.4004,0.536,0.0146,959.04,17.58
17000,1.3786,0.541,0.0144,958.48,17.6
16800,1.3931,0.541,0.0145,958.48,17.48
16900,1.4185,0.553,0.0148,957.14,17.63
16700,1.4077,0.558,0.0147,956.58,17.5
16700,1.3968,0.558,0.0146,956.58,17.49
16600,1.4113,0.563,0.0148,956.02,17.45
16500,1.4331,0.569,0.015,955.35,17.34
16600,1.4258,0.576,0.0149,954.57,17.45
16400,1.4222,0.582,0.0149,953.91,17.33
16400,1.4367,0.588,0.0151,953.24,17.32
16400,1.4476,0.594,0.0152,952.57,17.3
16300,1.4367,0.6,0.0151,951.9,17.15
16300,1.4403,0.605,0.0151,951.34,17.13
16400,1.4512,0.611,0.0153,950.68,17.25
16100,1.4548,0.617,0.0153,950.01,16.98
16200,1.4584,0.624,0.0154,949.23,17.08
16100,1.4584,0.63,0.0154,948.57,16.94
16100,1.4548,0.637,0.0153,947.79,16.93
16100,1.4548,0.642,0.0154,947.24,16.9
15900,1.4621,0.648,0.0154,946.57,16.75
16100,1.4766,0.654,0.0156,945.91,16.88
16000,1.4766,0.661,0.0156,945.13,16.87
16000,1.473,0.668,0.0156,944.36,16.86
15900,1.473,0.675,0.0156,943.59,16.74
16000,1.4802,0.681,0.0157,942.92,16.84
16000,1.4838,0.687,0.0157,942.26,16.83
15900,1.5056,0.692,0.016,941.71,16.7
15900,1.5165,0.697,0.0161,941.16,16.7
15800,1.5056,0.703,0.016,940.5,16.56
15900,1.4984,0.709,0.0159,939.84,16.66
15800,1.5056,0.714,0.016,939.29,16.52
15800,1.4984,0.721,0.016,938.52,16.5
15800,1.4984,0.726,0.016,937.97,16.49
15800,1.531,0.73,0.0163,937.53,16.48
15700,1.5274,0.735,0.0163,936.98,16.34
15800,1.531,0.741,0.0164,936.32,16.44
15600,1.531,0.746,0.0164,935.77,16.33
15700,1.5455,0.751,0.0165,935.22,16.32
15700,1.5491,0.757,0.0166,934.56,16.29
15700,1.5528,0.764,0.0166,933.8,16.27
15600,1.5564,0.77,0.0167,933.14,16.11
15600,1.5673,0.777,0.0168,932.37,16.09
15700,1.5673,0.783,0.0168,931.72,16.06
15700,1.5673,0.788,0.0168,931.17,16.04
15700,1.5745,0.793,0.0169,930.62,16.03
15700,1.5891,0.796,0.0171,930.3,16.02
15700,1.5964,0.801,0.0172,929.75,16.02
15600,1.6,0.806,0.0172,929.2,15.88
15600,1.6,0.811,0.0172,928.66,15.85
15600,1.5855,0.817,0.0171,928.01,15.81
15700,1.5746,0.823,0.017,927.35,15.79
15700,1.5855,0.827,0.0171,926.92,15.76
15600,1.5927,0.832,0.0172,926.37,15.63
15700,1.5927,0.837,0.0172,925.83,15.71
15600,1.5782,0.843,0.0171,925.17,15.57
15700,1.5855,0.848,0.0171,924.63,15.55
15700,1.5891,0.853,0.0172,924.09,15.51
15700,1.5964,0.859,0.0173,923.44,15.5
15600,1.5855,0.866,0.0172,922.68,15.35
15700,1.5819,0.872,0.0172,922.02,15.31
15700,1.6,0.878,0.0174,921.37,15.28
15700,1.6,0.882,0.0174,920.94,15.26
15700,1.5964,0.888,0.0173,920.29,15.24
15600,1.5927,0.894,0.0173,919.64,15.11
15600,1.5855,0.898,0.0172,919.21,15.09
15600,1.5927,0.902,0.0173,918.77,15.07
15500,1.5964,0.907,0.0174,918.23,14.94
15600,1.5964,0.912,0.0174,917.69,15.02
15700,1.5891,0.917,0.0173,917.15,15
15600,1.5746,0.922,0.0172,916.61,14.84
15600,1.5746,0.927,0.0172,916.07,14.82
15600,1.5819,0.931,0.0173,915.64,14.79
15600,1.5819,0.934,0.0173,915.32,14.79
15500,1.5891,0.939,0.0174,914.78,14.67
15600,1.5927,0.944,0.0174,914.24,14.75
15500,1.5963,0.949,0.0175,913.7,14.61
15400,1.5962,0.954,0.0175,913.16,14.46
15600,1.5891,0.96,0.0174,912.51,14.57
15500,1.589,0.965,0.0174,911.98,14.43
15500,1.5925,0.97,0.0175,911.44,14.38
15500,1.5815,0.975,0.0174,910.9,14.36
15600,1.5888,0.98,0.0175,910.36,14.36
15600,1.6032,0.985,0.0176,909.82,14.33
15600,1.6102,0.991,0.0177,909.18,14.29
15500,1.6138,0.997,0.0178,908.54,14.15
15600,1.6102,1.004,0.0177,907.79,14.13
15600,1.6029,1.01,0.0177,907.14,14.12
15600,1.5884,1.016,0.0175,906.5,14.08
15700,1.5776,1.021,0.0174,905.96,14.07
15700,1.5776,1.025,0.0174,905.54,14.05
15700,1.5993,1.029,0.0177,905.11,14.04
15700,1.6102,1.033,0.0178,904.68,14.05
15800,1.6175,1.039,0.0179,904.04,14.01
15800,1.6139,1.044,0.0179,903.5,13.99
15900,1.5994,1.05,0.0177,902.86,13.97
15600,1.5921,1.054,0.0176,902.44,13.87
15500,1.5885,1.059,0.0176,901.9,13.93
15400,1.5921,1.064,0.0177,901.37,13.94
15300,1.5921,1.069,0.0177,900.84,13.98
15400,1.5776,1.074,0.0175,900.31,14
15300,1.5885,1.078,0.0177,899.88,13.99
15300,1.603,1.083,0.0178,899.35,14
15300,1.6175,1.089,0.018,898.71,13.98
15300,1.6103,1.095,0.0179,898.07,13.96
15300,1.603,1.1,0.0179,897.54,13.97
15300,1.5994,1.105,0.0178,897.01,13.95
15300,1.6103,1.109,0.018,896.59,13.94
15100,1.6211,1.113,0.0181,896.16,13.86
15100,1.6284,1.117,0.0182,895.74,13.85
15000,1.632,1.122,0.0182,895.21,13.85
14900,1.6248,1.127,0.0182,894.68,13.73
15000,1.5994,1.131,0.0179,894.26,13.83
15000,1.5994,1.135,0.0179,893.83,13.82
14900,1.6248,1.138,0.0182,893.52,13.7
14800,1.6284,1.142,0.0182,893.09,13.68
14900,1.632,1.147,0.0183,892.57,13.68
14900,1.6393,1.153,0.0184,891.93,13.65
14500,1.6356,1.159,0.0184,891.3,13.61
14300,1.632,1.166,0.0183,890.56,13.66
14300,1.6139,1.173,0.0181,889.82,13.67
14300,1.6175,1.178,0.0182,889.3,13.67
14400,1.6538,1.183,0.0186,888.77,13.64
14500,1.6647,1.188,0.0187,888.24,13.62
14500,1.6647,1.194,0.0188,887.61,13.6
14500,1.6538,1.199,0.0186,887.09,13.58
14600,1.6429,1.203,0.0185,886.67,13.59
14700,1.6393,1.207,0.0185,886.25,13.68
14600,1.6465,1.211,0.0186,885.83,13.58
14600,1.6647,1.216,0.0188,885.3,13.58
14600,1.6501,1.219,0.0186,884.99,13.57
14500,1.6538,1.223,0.0187,884.57,13.45
14500,1.661,1.228,0.0188,884.05,13.43
14500,1.6647,1.232,0.0188,883.63,13.4
14600,1.6465,1.237,0.0186,883.1,13.38
14600,1.6574,1.242,0.0188,882.58,13.37
14500,1.661,1.248,0.0188,881.95,13.23
14500,1.6465,1.253,0.0187,881.43,13.2
14500,1.6393,1.257,0.0186,881.01,13.19
14500,1.6284,1.258,0.0185,880.91,13.17
14500,1.6393,1.261,0.0186,880.6,13.13
14500,1.6574,1.266,0.0188,880.07,13.11
14600,1.6501,1.272,0.0188,879.45,13.09
14500,1.6429,1.279,0.0187,878.72,12.96
14500,1.6321,1.285,0.0186,878.09,12.93
14600,1.6139,1.29,0.0184,877.57,12.91
14600,1.6284,1.294,0.0186,877.15,12.9
14800,1.6538,1.298,0.0189,876.74,13
14800,1.6538,1.304,0.0189,876.11,12.98
14900,1.6393,1.31,0.0187,875.49,13.01
